pmv,ppd
0.46,9.4
0.46,9.4
0.46,9.4
0.47,9.7
0.46,9.5
0.46,9.4
0.45,9.3
0.46,9.5
0.46,9.5
0.45,9.3
0.45,9.2
0.45,9.3
0.46,9.3
0.44,9.1
0.43,8.9
0.42,8.8
0.43,8.9
0.42,8.7
0.43,8.8
0.43,8.9
0.43,8.9
0.43,8.9
0.43,8.9
0.43,8.8
0.43,8.8
0.42,8.7
0.42,8.7
0.43,8.8
0.43,8.9
0.43,8.9
0.43,8.8
0.43,8.8
0.43,8.9
0.43,8.9
0.43,8.8
0.43,8.9
0.42,8.7
0.43,8.8
0.43,8.8
0.42,8.7
0.42,8.8
0.43,8.8
0.43,8.8
0.44,9.0
0.43,8.8
0.44,9.0
0.43,8.9
0.43,8.9
0.43,8.9
0.42,8.6
0.43,8.8
0.42,8.7
0.42,8.7
0.42,8.7
0.43,8.8
0.43,8.8
0.42,8.7
0.42,8.8
0.43,8.8
0.42,8.8
0.43,8.8
0.64,13.5
0.62,13.2
0.63,13.3
0.63,13.4
0.62,13.0
0.6,12.6
0.61,12.9
0.61,12.9
0.6,12.5
0.58,12.2
0.59,12.2
0.6,12.5
0.59,12.2
0.57,11.9
0.58,12.0
0.58,12.1
0.57,11.8
0.56,11.5
0.57,11.7
0.57,11.7
0.57,11.7
0.56,11.6
0.55,11.4
0.56,11.6
0.56,11.7
0.57,11.8
0.58,12.0
0.56,11.6
0.56,11.7
0.56,11.6
0.57,11.7
0.57,11.7
0.57,11.7
0.56,11.5
0.56,11.7
0.56,11.5
0.56,11.6
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.5
0.56,11.5
0.56,11.5
0.55,11.4
0.56,11.5
0.56,11.5
0.56,11.6
0.56,11.5
0.55,11.4
0.57,11.7
0.57,11.7
0.57,11.7
0.57,11.8
0.59,12.2
0.58,12.1
0.57,11.9
0.58,12.2
0.6,12.7
0.6,12.6
0.6,12.5
0.61,12.8
0.61,12.7
0.6,12.4
0.6,12.5
0.6,12.5
0.6,12.6
0.6,12.6
0.6,12.7
0.6,12.7
0.61,12.8
0.61,12.7
0.61,12.8
0.6,12.6
0.62,13.1
0.62,13.0
0.61,12.9
0.62,13.0
0.62,13.2
0.62,13.1
0.62,13.0
0.63,13.4
0.64,13.6
0.63,13.4
0.63,13.4
0.65,13.9
0.65,14.0
0.66,14.2
0.65,14.0
0.66,14.2
0.67,14.5
0.67,14.3
0.67,14.3
0.67,14.5
0.68,14.6
0.68,14.7
0.67,14.5
0.68,14.8
0.67,14.5
0.68,14.7
0.67,14.4
0.67,14.5
0.66,14.3
0.67,14.4
0.67,14.3
0.66,14.1
0.65,13.9
0.65,13.8
0.65,13.9
0.64,13.6
0.63,13.4
0.64,13.6
0.64,13.7
0.63,13.3
0.62,13.0
0.61,12.9
0.62,13.2
0.61,12.7
0.6,12.6
0.61,12.8
0.6,12.7
0.6,12.5
0.59,12.4
0.59,12.3
0.59,12.4
0.59,12.3
0.59,12.2
0.59,12.3
0.59,12.3
0.58,12.1
0.58,12.1
0.59,12.2
0.58,12.1
0.57,11.9
0.58,12.0
0.58,12.1
0.58,12.1
0.58,12.0
0.58,12.0
0.57,11.8
0.57,11.8
0.57,11.7
0.58,12.0
0.58,12.1
0.58,12.1
0.59,12.3
0.6,12.5
0.58,12.2
0.58,12.2
0.62,12.9
0.63,13.3
0.61,12.8
0.61,12.8
0.63,13.2
0.63,13.4
0.63,13.3
0.62,13.2
0.63,13.4
0.64,13.6
0.66,14.1
0.64,13.7
0.64,13.7
0.65,13.8
0.65,13.9
0.65,13.8
0.64,13.7
0.63,13.4
0.65,13.8
0.64,13.5
0.63,13.3
0.64,13.6
0.64,13.6
0.64,13.7
0.64,13.5
0.65,13.9
0.64,13.6
0.64,13.6
0.65,14.0
0.66,14.2
0.67,14.3
0.66,14.0
0.66,14.2
0.67,14.5
0.67,14.4
0.67,14.3
0.67,14.4
0.68,14.7
0.67,14.6
0.68,14.7
0.7,15.2
0.7,15.2
0.69,15.1
0.7,15.3
0.7,15.2
0.69,15.1
0.7,15.4
0.7,15.4
0.68,14.8
0.68,14.6
0.68,14.7
0.68,14.7
0.66,14.2
0.66,14.2
0.66,14.1
0.67,14.4
0.66,14.1
0.64,13.5
0.64,13.6
0.65,14.0
0.63,13.3
0.62,12.9
0.62,13.1
0.62,13.2
0.62,12.9
0.6,12.6
0.61,12.8
0.61,12.8
0.59,12.3
0.6,12.4
0.6,12.5
0.6,12.5
0.59,12.3
0.59,12.3
0.59,12.4
0.59,12.4
0.59,12.3
0.58,12.1
0.58,12.1
0.59,12.3
0.58,12.1
0.58,12.1
0.58,12.1
0.58,12.1
0.58,12.0
0.58,12.1
0.58,11.9
0.58,12.2
0.58,12.2
0.58,12.1
0.58,12.1
0.58,12.0
0.57,11.8
0.58,12.1
0.58,12.0
0.58,12.1
0.57,11.9
0.58,12.0
0.57,11.7
0.58,11.9
0.58,12.1
0.58,12.2
0.59,12.2
0.58,12.0
0.57,11.8
0.59,12.4
0.58,12.2
0.58,12.2
0.6,12.5
0.6,12.5
0.61,12.8
0.6,12.6
0.6,12.5
0.61,12.7
0.61,12.7
0.6,12.6
0.6,12.6
0.6,12.6
0.61,12.8
0.61,12.7
0.6,12.7
0.62,13.0
0.61,12.9
0.61,12.7
0.62,13.1
0.63,13.3
0.63,13.4
0.62,13.2
0.63,13.2
0.63,13.4
0.64,13.5
0.64,13.5
0.63,13.4
0.64,13.7
0.64,13.6
0.64,13.5
0.64,13.5
0.64,13.7
0.65,13.8
0.63,13.4
0.63,13.4
0.63,13.4
0.64,13.7
0.64,13.5
0.63,13.3
0.62,13.0
0.62,13.1
0.63,13.2
0.61,12.8
0.6,12.5
0.6,12.6
0.61,12.8
0.6,12.5
0.59,12.4
0.59,12.4
0.6,12.4
0.59,12.2
0.58,12.0
0.59,12.2
0.58,12.1
0.58,11.9
0.56,11.6
0.57,11.7
0.57,11.7
0.56,11.6
0.55,11.4
0.56,11.5
0.56,11.6
0.55,11.3
0.55,11.4
0.55,11.3
0.55,11.3
0.55,11.3
0.55,11.4
0.56,11.5
0.55,11.4
0.55,11.4
0.55,11.4
0.56,11.5
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.4
0.56,11.5
0.56,11.5
0.55,11.4
0.56,11.6
0.57,11.8
0.57,11.9
0.56,11.6
0.58,12.0
0.59,12.2
0.59,12.2
0.58,12.0
0.58,12.2
0.59,12.4
0.6,12.6
0.6,12.4
0.6,12.4
0.6,12.5
0.6,12.5
0.6,12.6
0.6,12.6
0.59,12.4
0.61,12.7
0.6,12.5
0.6,12.5
0.6,12.7
0.6,12.5
0.6,12.6
0.59,12.2
0.6,12.5
0.61,12.7
0.6,12.5
0.6,12.4
0.6,12.7
0.61,12.7
0.6,12.6
0.62,13.0
0.62,13.0
0.62,13.1
0.62,13.0
0.62,13.1
0.62,13.1
0.62,13.1
0.62,13.2
0.63,13.3
0.63,13.3
0.63,13.4
0.63,13.3
0.64,13.5
0.63,13.4
0.64,13.5
0.63,13.4
0.63,13.3
0.62,13.0
0.62,13.0
0.62,13.1
0.61,12.7
0.6,12.6
0.6,12.5
0.61,12.8
0.6,12.7
0.59,12.2
0.58,12.1
0.59,12.4
0.58,12.1
0.58,12.0
0.57,11.9
0.58,12.0
0.57,11.8
0.58,12.0
0.58,12.0
0.58,12.0
0.59,12.2
0.58,12.2
0.57,11.9
0.58,12.0
0.57,11.9
0.57,11.9
0.58,12.0
0.58,11.9
0.56,11.7
0.57,11.7
0.56,11.7
0.57,11.8
0.56,11.7
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.6
0.55,11.3
0.56,11.6
0.55,11.4
0.56,11.5
0.55,11.4
0.55,11.2
0.55,11.3
0.55,11.3
0.55,11.3
0.55,11.3
0.55,11.4
0.55,11.2
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.6
0.57,11.8
0.57,11.7
0.57,11.7
0.57,11.9
0.58,12.1
0.59,12.2
0.58,12.1
0.59,12.2
0.59,12.3
0.59,12.3
0.59,12.2
0.6,12.5
0.59,12.4
0.61,12.8
0.59,12.4
0.6,12.5
0.6,12.6
0.6,12.6
0.6,12.6
0.61,12.9
0.6,12.6
0.61,12.7
0.61,12.9
0.6,12.6
0.61,12.7
0.6,12.5
0.6,12.6
0.61,12.9
0.61,12.9
0.61,12.9
0.61,12.9
0.63,13.2
0.63,13.3
0.62,13.1
0.62,13.2
0.64,13.6
0.64,13.6
0.64,13.5
0.64,13.6
0.64,13.7
0.64,13.7
0.65,14.0
0.64,13.7
0.64,13.6
0.63,13.4
0.64,13.5
0.64,13.6
0.64,13.6
0.62,13.2
0.63,13.3
0.63,13.4
0.62,13.0
0.6,12.5
0.61,12.9
0.6,12.6
0.6,12.5
0.59,12.2
0.59,12.3
0.6,12.5
0.59,12.3
0.58,12.2
0.58,12.1
0.58,12.0
0.57,11.9
0.57,11.7
0.57,11.9
0.57,11.8
0.56,11.6
0.56,11.5
0.56,11.6
0.57,11.7
0.56,11.5
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.2
0.54,11.1
0.55,11.3
0.54,11.2
0.54,11.2
0.53,10.9
0.53,11.0
0.54,11.1
0.53,10.9
0.52,10.7
0.53,10.8
0.53,10.8
0.52,10.7
0.52,10.7
0.52,10.7
0.52,10.7
0.52,10.6
0.52,10.6
0.52,10.6
0.51,10.5
0.52,10.6
0.52,10.8
0.52,10.7
0.51,10.5
0.52,10.7
0.53,10.9
0.54,11.1
0.52,10.7
0.54,11.1
0.54,11.2
0.53,10.9
0.54,11.1
0.54,11.0
0.55,11.3
0.55,11.3
0.54,11.2
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.4
0.56,11.5
0.56,11.6
0.56,11.5
0.56,11.5
0.57,11.7
0.58,12.0
0.58,12.0
0.58,11.9
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.4
0.59,12.2
0.59,12.3
0.59,12.3
0.58,12.1
0.58,11.9
0.58,12.0
0.58,12.1
0.57,11.8
0.57,11.7
0.57,11.8
0.57,11.8
0.56,11.6
0.56,11.6
0.57,11.7
0.56,11.7
0.55,11.4
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.3
0.54,11.0
0.54,11.1
0.54,11.1
0.54,11.2
0.55,11.3
0.54,11.1
0.53,11.0
0.55,11.4
0.55,11.3
0.55,11.4
0.55,11.3
0.54,11.2
0.55,11.3
0.55,11.4
0.55,11.3
0.55,11.3
0.55,11.3
0.55,11.2
0.54,11.2
0.54,11.1
0.54,11.2
0.54,11.2
0.54,11.2
0.54,11.2
0.53,10.9
0.53,10.9
0.54,11.1
0.53,10.9
0.53,10.9
0.53,10.8
0.53,10.8
0.52,10.6
0.52,10.7
0.53,10.8
0.53,10.8
0.52,10.7
0.53,10.8
0.52,10.7
0.52,10.8
0.53,10.8
0.54,11.1
0.53,10.9
0.53,10.8
0.54,11.1
0.54,11.2
0.55,11.2
0.54,11.2
0.55,11.3
0.55,11.3
0.55,11.2
0.55,11.3
0.55,11.2
0.56,11.5
0.55,11.4
0.55,11.3
0.56,11.5
0.56,11.7
0.57,11.7
0.56,11.5
0.57,11.7
0.58,12.0
0.57,11.8
0.57,11.8
0.57,11.7
0.57,11.8
0.57,11.9
0.57,11.7
0.57,11.8
0.58,12.1
0.58,12.1
0.57,11.9
0.58,12.2
0.59,12.2
0.59,12.2
0.58,12.1
0.59,12.3
0.59,12.4
0.59,12.2
0.58,12.1
0.59,12.4
0.6,12.5
0.59,12.3
0.6,12.5
0.61,12.8
0.59,12.3
0.6,12.6
0.6,12.4
0.59,12.4
0.58,12.2
0.59,12.3
0.59,12.3
0.58,12.0
0.57,11.9
0.58,12.0
0.58,12.0
0.58,12.0
0.56,11.7
0.57,11.8
0.57,11.7
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.7
0.56,11.6
0.56,11.5
0.55,11.4
0.56,11.5
0.55,11.3
0.55,11.3
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.2
0.55,11.3
0.54,11.2
0.55,11.3
0.55,11.2
0.54,11.0
0.55,11.2
0.54,11.2
0.54,11.1
0.54,11.1
0.54,11.2
0.54,11.2
0.54,11.1
0.54,11.2
0.53,10.9
0.54,11.0
0.54,11.1
0.56,11.5
0.54,11.2
0.55,11.3
0.55,11.4
0.55,11.3
0.55,11.2
0.56,11.5
0.57,11.7
0.56,11.6
0.56,11.6
0.58,12.0
0.59,12.4
0.58,12.0
0.58,12.1
0.59,12.2
0.59,12.4
0.6,12.5
0.6,12.5
0.6,12.6
0.61,12.9
0.6,12.6
0.61,12.8
0.63,13.3
0.62,13.0
0.61,12.8
0.62,13.0
0.6,12.4
0.59,12.4
0.6,12.5
0.61,12.7
0.61,12.8
0.61,12.7
0.61,12.7
0.61,12.7
0.62,13.2
0.62,13.1
0.61,12.9
0.61,12.9
0.62,12.9
0.63,13.3
0.62,13.0
0.62,13.0
0.63,13.4
0.63,13.4
0.64,13.6
0.63,13.4
0.64,13.6
0.64,13.5
0.64,13.6
0.64,13.6
0.64,13.5
0.64,13.5
0.64,13.6
0.63,13.5
0.63,13.3
0.61,12.9
0.63,13.3
0.63,13.3
0.63,13.2
0.6,12.6
0.61,12.8
0.62,13.1
0.6,12.5
0.58,12.0
0.58,12.0
0.59,12.2
0.57,11.7
0.56,11.6
0.56,11.5
0.56,11.5
0.56,11.5
0.57,11.8
0.56,11.6
0.56,11.5
0.57,11.7
0.57,11.8
0.57,11.7
0.57,11.7
0.56,11.7
0.56,11.6
0.56,11.6
0.57,11.7
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.7
0.56,11.6
0.57,11.7
0.56,11.7
0.56,11.6
0.57,11.7
0.57,11.7
0.56,11.7
0.57,11.7
0.58,12.0
0.57,11.8
0.57,11.9
0.57,11.7
0.57,11.7
0.58,12.1
0.58,12.0
0.57,11.8
0.59,12.3
0.61,12.7
0.61,12.7
0.6,12.6
0.62,13.2
0.62,13.1
0.63,13.2
0.62,13.0
0.63,13.3
0.63,13.3
0.62,13.2
0.62,13.2
0.63,13.4
0.64,13.7
0.63,13.5
0.63,13.3
0.63,13.4
0.64,13.7
0.64,13.6
0.64,13.5
0.64,13.6
0.64,13.7
0.66,14.2
0.65,13.8
0.66,14.1
0.66,14.1
0.66,14.0
0.66,14.1
0.66,14.2
0.67,14.4
0.67,14.4
0.66,14.1
0.68,14.6
0.68,14.8
0.68,14.8
0.68,14.7
0.69,14.9
0.7,15.2
0.69,15.1
0.69,15.1
0.7,15.2
0.7,15.3
0.7,15.3
0.7,15.3
0.69,15.1
0.69,15.1
0.68,14.8
0.7,15.3
0.68,14.6
0.67,14.5
0.68,14.6
0.68,14.8
0.66,14.1
0.64,13.6
0.64,13.7
0.66,14.1
0.63,13.3
0.61,12.8
0.62,12.9
0.62,13.1
0.6,12.5
0.59,12.2
0.59,12.3
0.59,12.4
0.58,12.0
0.58,12.1
0.59,12.2
0.58,12.2
0.58,12.0
0.57,11.9
0.58,11.9
0.58,12.0
0.57,11.9
0.57,11.8
0.57,11.7
0.57,11.8
0.57,11.7
0.56,11.6
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.55,11.4
0.57,11.8
0.57,11.8
0.57,11.8
0.57,11.8
0.57,11.8
0.58,12.0
0.57,11.8
0.57,11.8
0.57,11.9
0.59,12.2
0.58,12.0
0.58,12.0
0.58,12.1
0.59,12.4
0.59,12.4
0.59,12.2
0.6,12.5
0.61,12.8
0.6,12.4
0.6,12.6
0.61,12.8
0.62,13.1
0.63,13.3
0.62,13.0
0.63,13.3
0.62,13.0
0.63,13.3
0.62,13.2
0.61,12.7
0.61,12.9
0.61,12.9
0.62,13.0
0.61,12.8
0.62,12.9
0.62,12.9
0.61,12.9
0.62,13.0
0.62,13.1
0.63,13.2
0.62,13.2
0.62,13.1
0.64,13.7
0.63,13.4
0.63,13.3
0.64,13.7
0.66,14.2
0.66,14.2
0.65,13.9
0.68,14.7
0.68,14.8
0.67,14.3
0.67,14.4
0.68,14.6
0.67,14.6
0.68,14.7
0.67,14.5
0.67,14.4
0.67,14.4
0.67,14.5
0.67,14.5
0.67,14.3
0.67,14.3
0.67,14.4
0.66,14.2
0.67,14.5
0.66,14.1
0.67,14.4
0.66,14.2
0.65,14.0
0.63,13.4
0.65,13.8
0.65,13.8
0.63,13.3
0.61,12.9
0.61,12.7
0.62,13.2
0.6,12.5
0.59,12.3
0.6,12.5
0.6,12.5
0.6,12.4
0.59,12.3
0.58,12.0
0.58,12.2
0.57,11.8
0.58,12.1
0.59,12.3
0.59,12.2
0.58,12.1
0.57,11.8
0.57,11.8
0.58,12.0
0.57,11.8
0.56,11.6
0.57,11.7
0.57,11.7
0.57,11.7
0.57,11.8
0.56,11.6
0.57,11.8
0.57,11.8
0.59,12.2
0.58,12.0
0.58,12.0
0.58,12.1
0.6,12.6
0.6,12.6
0.59,12.3
0.61,12.9
0.63,13.4
0.63,13.4
0.62,13.0
0.65,13.8
0.65,13.8
0.64,13.5
0.64,13.5
0.65,13.7
0.65,14.0
0.66,14.1
0.66,14.0
0.67,14.4
0.66,14.0
0.66,14.1
0.66,14.1
0.66,14.2
0.66,14.1
0.66,14.2
0.65,14.0
0.66,14.0
0.67,14.3
0.66,14.3
0.66,14.1
0.66,14.2
0.68,14.6
0.67,14.3
0.67,14.4
0.67,14.5
0.69,15.1
0.69,14.9
0.69,14.9
0.69,15.1
0.7,15.3
0.7,15.3
0.69,15.1
0.71,15.5
0.7,15.4
0.7,15.3
0.7,15.4
0.7,15.3
0.7,15.3
0.7,15.4
0.71,15.5
0.7,15.3
0.7,15.3
0.71,15.5
0.7,15.3
0.7,15.2
0.69,14.9
0.7,15.2
0.7,15.2
0.67,14.4
0.67,14.5
0.67,14.5
0.68,14.6
0.66,14.1
0.66,14.1
0.67,14.5
0.66,14.2
0.67,14.4
0.66,14.1
0.66,14.1
0.66,14.2
0.65,14.0
0.64,13.7
0.65,13.9
0.65,13.8
0.63,13.5
0.63,13.3
0.63,13.4
0.63,13.3
0.63,13.3
0.61,12.9
0.62,13.1
0.62,13.1
0.62,13.2
0.61,12.8
0.6,12.5
0.62,13.0
0.6,12.6
0.61,12.7
0.61,12.8
0.6,12.6
0.61,12.7
0.61,12.7
0.61,12.7
0.6,12.6
0.6,12.6
0.6,12.6
0.6,12.5
0.6,12.6
0.61,12.7
0.62,13.0
0.61,12.7
0.6,12.7
0.62,13.2
0.64,13.6
0.63,13.4
0.63,13.4
0.64,13.7
0.65,14.0
0.66,14.2
0.66,14.0
0.66,14.1
0.66,14.1
0.67,14.3
0.67,14.4
0.67,14.4
0.67,14.3
0.66,14.3
0.67,14.3
0.66,14.1
0.67,14.4
0.66,14.2
0.66,14.2
0.67,14.4
0.68,14.6
0.68,14.6
0.67,14.6
0.69,14.9
0.7,15.2
0.69,15.0
0.69,14.9
0.72,15.8
0.72,15.8
0.72,15.9
0.7,15.4
0.7,15.4
0.72,16.0
0.72,15.8
0.72,15.9
0.73,16.1
0.73,16.3
0.73,16.1
0.73,16.3
0.73,16.2
0.73,16.1
0.73,16.1
0.73,16.2
0.72,15.8
0.72,15.8
0.72,15.9
0.72,16.0
0.72,15.8
0.7,15.3
0.71,15.6
0.71,15.5
0.7,15.2
0.68,14.7
0.68,14.7
0.69,14.9
0.66,14.1
0.65,13.8
0.65,13.9
0.66,14.1
0.64,13.7
0.63,13.4
0.64,13.7
0.64,13.7
0.64,13.5
0.62,13.1
0.63,13.3
0.63,13.4
0.61,12.8
0.6,12.5
0.61,12.7
0.61,12.9
0.59,12.4
0.59,12.2
0.58,12.2
0.59,12.3
0.59,12.3
0.59,12.2
0.58,12.1
0.59,12.2
0.57,11.7
0.56,11.7
0.58,12.1
0.56,11.7
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.55,11.3
0.55,11.3
0.55,11.4
0.55,11.4
0.56,11.5
0.56,11.5
0.55,11.3
0.55,11.2
0.55,11.3
0.55,11.3
0.55,11.4
0.55,11.3
0.55,11.4
0.56,11.6
0.55,11.3
0.56,11.5
0.57,11.7
0.58,12.0
0.57,11.9
0.58,12.0
0.58,12.1
0.59,12.2
0.58,12.1
0.58,12.1
0.59,12.2
0.58,12.1
0.59,12.2
0.58,12.1
0.58,12.0
0.58,12.2
0.58,12.2
0.59,12.2
0.58,12.1
0.59,12.3
0.59,12.3
0.59,12.4
0.6,12.5
0.6,12.6
0.61,12.7
0.6,12.5
0.6,12.6
0.62,13.1
0.61,12.9
0.61,12.8
0.62,13.1
0.63,13.4
0.64,13.5
0.62,13.2
0.63,13.4
0.63,13.2
0.63,13.4
0.64,13.5
0.63,13.4
0.62,13.0
0.62,13.1
0.63,13.3
0.61,12.9
0.6,12.5
0.6,12.6
0.6,12.6
0.58,12.2
0.57,11.9
0.58,12.0
0.59,12.3
0.57,11.8
0.57,11.8
0.57,11.8
0.57,11.9
0.55,11.4
0.58,12.0
0.57,11.9
0.57,11.8
0.58,12.0
0.58,12.0
0.58,12.1
0.58,12.0
0.58,12.0
0.58,11.9
0.58,12.0
0.57,11.9
0.58,12.0
0.58,12.0
0.58,12.0
0.58,12.0
0.58,12.0
0.58,11.9
0.58,12.0
0.58,12.0
0.57,11.7
0.57,11.7
0.56,11.6
0.57,11.7
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.7
0.56,11.6
0.56,11.5
0.56,11.7
0.57,11.7
0.57,11.7
0.56,11.6
0.56,11.7
0.57,11.7
0.57,11.8
0.57,11.7
0.57,11.8
0.57,11.7
0.57,11.9
0.57,11.8
0.57,11.8
0.57,11.9
0.57,11.8
0.58,12.0
0.57,11.8
0.58,12.0
0.57,11.8
0.57,11.7
0.57,11.8
0.56,11.7
0.57,11.7
0.57,11.8
0.56,11.7
0.58,11.9
0.58,12.0
0.57,11.8
0.57,11.7
0.57,11.9
0.59,12.2
0.58,12.1
0.58,12.0
0.59,12.3
0.6,12.5
0.6,12.6
0.6,12.5
0.6,12.5
0.61,12.7
0.61,12.7
0.61,12.7
0.61,12.7
0.6,12.7
0.61,12.8
0.6,12.7
0.6,12.6
0.59,12.4
0.59,12.4
0.59,12.3
0.58,12.1
0.57,11.8
0.57,11.8
0.58,12.0
0.57,11.7
0.56,11.7
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.5
0.56,11.5
0.56,11.6
0.55,11.3
0.55,11.3
0.56,11.5
0.56,11.5
0.55,11.3
0.55,11.3
0.54,11.2
0.55,11.3
0.54,11.2
0.54,11.2
0.55,11.3
0.55,11.2
0.55,11.4
0.55,11.4
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.3
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.3
0.55,11.4
0.55,11.2
0.55,11.3
0.55,11.3
0.55,11.3
0.55,11.4
0.55,11.3
0.56,11.5
0.56,11.5
0.55,11.4
0.55,11.4
0.56,11.7
0.56,11.6
0.56,11.6
0.57,11.9
0.58,12.2
0.58,12.0
0.57,11.8
0.59,12.3
0.59,12.4
0.6,12.5
0.6,12.5
0.61,12.7
0.6,12.5
0.6,12.6
0.6,12.6
0.6,12.5
0.59,12.3
0.6,12.5
0.6,12.4
0.6,12.4
0.6,12.6
0.6,12.5
0.6,12.4
0.61,12.9
0.61,12.9
0.61,12.9
0.61,12.9
0.62,13.1
0.61,12.7
0.62,13.2
0.62,13.1
0.6,12.6
0.59,12.4
0.6,12.6
0.6,12.5
0.59,12.4
0.59,12.4
0.6,12.4
0.59,12.4
0.6,12.6
0.59,12.2
0.6,12.4
0.59,12.3
0.6,12.4
0.59,12.2
0.58,12.2
0.59,12.3
0.58,12.0
0.58,12.0
0.57,11.8
0.57,11.8
0.56,11.7
0.57,11.7
0.57,11.8
0.57,11.8
0.56,11.6
0.56,11.5
0.57,11.7
0.57,11.7
0.56,11.7
0.55,11.4
0.55,11.3
0.56,11.5
0.55,11.4
0.55,11.2
0.55,11.3
0.55,11.3
0.54,11.2
0.55,11.2
0.55,11.3
0.55,11.3
0.55,11.3
0.54,11.1
0.53,10.9
0.54,11.2
0.54,11.1
0.53,10.9
0.54,11.2
0.54,11.0
0.53,10.9
0.53,10.9
0.54,11.1
0.54,11.1
0.54,11.1
0.54,11.1
0.54,11.1
0.53,10.9
0.54,11.1
0.55,11.3
0.56,11.5
0.55,11.2
0.55,11.4
0.57,11.7
0.56,11.6
0.56,11.5
0.56,11.7
0.58,12.0
0.57,11.8
0.57,11.7
0.58,12.0
0.59,12.2
0.58,12.2
0.58,12.1
0.59,12.2
0.59,12.2
0.58,12.1
0.59,12.2
0.58,12.1
0.6,12.6
0.6,12.5
0.59,12.4
0.6,12.5
0.6,12.6
0.6,12.5
0.6,12.6
0.6,12.5
0.6,12.5
0.6,12.6
0.6,12.7
0.6,12.6
0.6,12.5
0.59,12.4
0.6,12.4
0.59,12.4
0.6,12.5
0.6,12.6
0.6,12.5
0.59,12.3
0.6,12.4
0.6,12.5
0.6,12.5
0.6,12.5
0.59,12.4
0.6,12.5
0.6,12.6
0.61,12.7
0.6,12.6
0.6,12.6
0.6,12.6
0.6,12.6
0.6,12.5
0.6,12.4
0.6,12.5
0.6,12.5
0.59,12.2
0.59,12.3
0.59,12.3
0.58,12.1
0.58,11.9
0.57,11.9
0.58,12.1
0.57,11.8
0.56,11.5
0.56,11.6
0.56,11.6
0.55,11.4
0.55,11.2
0.55,11.4
0.55,11.4
0.54,11.1
0.55,11.3
0.56,11.5
0.55,11.3
0.56,11.6
0.56,11.5
0.55,11.4
0.56,11.6
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.6
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.55,11.4
0.55,11.4
0.56,11.6
0.56,11.5
0.55,11.4
0.56,11.5
0.56,11.5
0.56,11.5
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.2
0.55,11.4
0.56,11.5
0.56,11.5
0.56,11.7
0.55,11.4
0.56,11.6
0.56,11.6
0.57,11.7
0.56,11.5
0.56,11.6
0.57,11.8
0.57,11.7
0.57,11.7
0.58,12.0
0.58,12.0
0.58,12.2
0.58,12.0
0.58,12.1
0.58,12.1
0.59,12.2
0.58,12.2
0.58,12.0
0.59,12.4
0.59,12.2
0.58,12.1
0.59,12.2
0.6,12.5
0.59,12.2
0.59,12.3
0.6,12.5
0.61,12.7
0.61,12.7
0.6,12.6
0.61,12.7
0.6,12.6
0.62,13.1
0.6,12.6
0.61,12.9
0.6,12.6
0.6,12.7
0.6,12.6
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.3
0.58,12.1
0.58,12.1
0.58,12.1
0.59,12.2
0.58,12.0
0.58,12.2
0.58,12.0
0.57,11.8
0.56,11.5
0.57,11.9
0.57,11.8
0.56,11.6
0.56,11.5
0.56,11.6
0.56,11.7
0.55,11.4
0.55,11.2
0.55,11.3
0.56,11.5
0.55,11.3
0.55,11.3
0.55,11.3
0.54,11.2
0.54,11.1
0.55,11.4
0.55,11.3
0.54,11.2
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.3
0.55,11.4
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.3
0.55,11.4
0.55,11.3
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.3
0.55,11.3
0.55,11.3
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.4
0.56,11.6
0.56,11.5
0.56,11.6
0.56,11.7
0.56,11.7
0.56,11.5
0.57,11.8
0.57,11.8
0.57,11.9
0.57,11.9
